Company Name,Title,Location,Stipend
Material Depot,Content Creation - Social Media (Architectural And Interior Design),Mohali,"₹ 12,000 /month"
Technove Global Software Private Limited,Talent Acquisition,Chandigarh,"₹ 2,000 /month"
Elecbits Technologies Private Limited,Graphic Design,Ludhiana,"₹ 20,000-30,000 /month"
Elite E2 Private Limited,Marketing,Patiala,"₹ 10,000 /month"
Even Cargo,Video Editing/Making,Kharar,"₹ 10,000 /month"
APTAGRIM CONSULTING PRIVATE LIMITED,Graphic Design,Work From Home,"₹ 15,000 /month"
Trade Brains,Digital Marketing,Hyderabad,"₹ 12,000 /month"
The Dutch Door,Operations,Mumbai,"₹ 10,000 /month"
Pro India,Environmental Sciences,Bangalore,"₹ 5,000 /month"
Agile Parking Solutions Private Limited,Market Research,Mumbai,"₹ 18,000 /month"
H S SABHARWAL & Co,Chartered Accountancy (CA),Bangalore,"₹ 3,000-5,000 /month"
WSC Events,Operations,Bangalore,"₹ 5,000-7,000 /month"
Agile Parking Solutions Private Limited,Market Research,Delhi,"₹ 18,000 /month"
Jobs Flash Consulting Services,Human Resources (Females),Hyderabad,"₹ 8,000 /month"
Analytics Jobs,Content Writing,Bangalore,"₹ 10,000 /month"
The Overseas Consultant,Administration,Hyderabad,"₹ 5,000-7,000 /month"
Dolphin Ad World Private Limited,Online Marketing,Kondapur,"₹ 12,000 /month"
Larsen & Toubro,Chartered Accountancy (CA),Gurgaon,"₹ 18,000 /month"
String Digital Private Limited,Social Media Marketing,Gandhinagar,"₹ 5,000-8,000 /month"
Narigiri's Connect To Universe Private Limited,Online Spanish Language Tutoring,Mussoorie,"₹ 1,500-8,000 /month"
Narigiri's Connect To Universe Private Limited,Online Italian Language Tutoring,Rishikesh,"₹ 1,500-8,000 /month"
Megaminds IT Services,Network Engineering,Dehradun,"₹ 2,000 /month +  Incentives"
Village Company,Marketing,Mumbai,"₹ 5,000 /month +  Incentives"
Digi Grow Hub Education,Telecalling,Raipur,"₹ 7,000 /month"
ASOWin,Marketing,Gurgaon,"₹ 1,000 /month +  Incentives"
ThumbStack,Video Editing/Making,Noida,"₹ 5,000-10,000 /month"
HRipple Solutions,Company Secretary (CS),Ghaziabad,"₹ 20,000 /month"
Eupheus Learning,Company Secretary (CS),Delhi,"₹ 10,000 /month"
Star Production,Graphic Design,Greater Noida,"₹ 3,000-7,000 /month"
Zealopus,Proofreader And Content Quality Specialist,Mumbai,"₹ 5,000 /month"
ActiveLoc,Business Development (Sales),Mumbai,"₹ 11,000 /month"
Dobby Ads,Product Photography,Mumbai,"₹ 15,000-20,000 /month"
SR Edu Technologies,Content Creator,Delhi,"₹ 5,000-15,000 /month"
Multiversity Private Limited,Content Writing,Work From Home,"₹ 10,000 /month"
SlideUpLift,Social Media Marketing,Work From Home,"₹ 10,000-15,000 /month"
Parallel Minds,Business Development,Work From Home,"₹ 15,000 /month"
SlideUpLift,Video Editing/Making,Noida,"₹ 8,000-15,000 /month"
OyeLabs,iOS App Development,Pune,"₹ 5,000-10,000 /month"
SlideUpLift,Content Writing,Work From Home,"₹ 8,000-15,000 /month"
Pereyan LLP,Graphic Design,Work From Home,"₹ 12,000-15,000 /month"
Arcatron Mobility Private Limited,Supply Chain & Logistics Operations,Mumbai,"₹ 12,000 /month"
SlideUpLift,Graphic Design,Delhi,"₹ 8,000-12,000 /month"
Goodera,Talent Acquisition,Delhi,"₹ 10,000-15,000 /month"
Agile Parking Solutions Private Limited,Market Research,Work From Home,"₹ 18,000 /month"
Sonia Bembi Seth,Digital Marketing,Bangalore,"₹ 15,000-20,000 /month"
Deepsikha Jain,Stock Market Research,Delhi,"₹ 1,000-5,000 lump sum"
Pereyan LLP,Industrial Design,Gurgaon,"₹ 12,000-15,000 /month"
Brainywaves,Content Creation - Psychology,Hyderabad,"₹ 1,000 /month +  Incentives"
Brandshark,WordPress Development,Pune,"₹ 10,000 /month"
Pereyan LLP,General Management,Pune,"₹ 12,000-15,000 /month"
Yoliday LLP,Project Management/Scrum Mastering,Pune,"₹ 5,000 /month"
FirstSportz,Motorsport Content Writing (NASCAR And F1),Bangalore,"₹ 6,000 /month"
Ally Digital Media,Website/WordPress Design,Navi Mumbai,"₹ 5,000-8,000 /month"
ADSMIT MEDIA,Stock Market Research,Gurgaon,"₹ 4,500-7,000 /month"
Gloval International,Digital Marketing,Delhi,"₹ 8,000-12,000 /month"
Stayin Bangalore,Customer Relationship Management,Noida,"₹ 7,000 /month +  Incentives"
Challaturu Engineering Services (CES),Digital Marketing,Work From Home,"₹ 4,000 /month"
Scope For Change,Social Internship Program - Virtual (60 Hours),Bangalore,Unpaid
The Overseas Consultant,Telecalling,Work From Home,"₹ 5,000-6,000 /month"
Agile Parking Solutions Private Limited,Market Research,Bangalore,"₹ 18,000 /month"
Agile Parking Solutions Private Limited,Market Research,Bangalore,"₹ 18,000 /month"
Tring,Customer Relationship Management,Work From Home,"₹ 11,000 /month"
Jarvics Technologies,UX/UI Design,Work From Home,"₹ 7,000-12,000 /month"
Agile Parking Solutions Private Limited,Market Research,Mumbai,"₹ 18,000 /month"
Axe Consultancy And Security Services LLC,Social Media Marketing,Nashik,"₹ 2,500-3,000 /month"
Vision Earthcare Private Limited,Law/Legal,Delhi,"₹ 7,000-10,000 /month"
Ally Digital Media,Content Writing,Kolkata,"₹ 8,000 /month"
Hotkhana.com,Content Writing,Pune,"₹ 7,500 /month"
Breakout,Social Media Marketing,Thane,"₹ 6,000-8,000 /month"
Trade Brains,Hindi Content Writing,Kalyan,"₹ 10,000-12,000 /month"
COSGrid Systems Private Limited,Human Resources (HR),Work From Home,"₹ 10,000-15,000 /month"
Digi Grow Hub Education,Graphic Design,Mumbai,"₹ 3,000 /month"
Prosperise Fortune LLP,UI/UX Design,Bangalore,"₹ 10,000 /month"
Smaclify Technologies,Human Resources (HR),Work From Home,"₹ 15,000 /month"
Ally Digital Media,Video Editing/Making,Work From Home,"₹ 8,000 /month"
Pereyan LLP,Business Development (Sales),Mumbai,"₹ 12,000-15,000 /month"
Kshitiksha Foundation,Online Marketing,Ghaziabad,Unpaid
Kshitiksha Foundation,Product Marketing,Faridabad,Unpaid
Brainywaves,Social Media Designer,Mumbai,"₹ 2,000 /month +  Incentives"
Internshala,Virtual Proofreading And Client Interaction,Thane,"₹ 14,445 /month"
STEMonsters,Digital Marketing,Navi Mumbai,"₹ 5,000 /month"
Friends Union For Energising Lives (FUEL),Event Management,Mohali,"₹ 8,000 /month"
One Root,Human Resource (Only Female),Zirakpur,"₹ 8,000-12,000 /month"
Siddi Vinayaka Creative Labs,UI/UX Design,Chandigarh,"₹ 10,000 /month"
SR Edu Technologies,Software Trainer,Patiala,"₹ 5,000 /month +  Incentives"
Bilateral Solutions Private Limited,UI Development,Kharar,"₹ 10,000 /month"
Bilateral Solutions Private Limited,Fusion360 - SolidWorks Designer - Industrial Automation,Noida,"₹ 12,000 /month"
Aanav Healthcare,Administration,Work From Home,"₹ 6,000 /month +  Incentives"
Ally Digital Media,Graphic Design,Mumbai,"₹ 8,000 /month"
Ally Digital Media,Search Engine Optimization (SEO),Pune,"₹ 8,000 /month"
SR Edu Technologies,Auditing & Accounting,Thane,"₹ 10,000-20,000 /month"
Ziegler Aerospace,Quote Analysis,Pune,"₹ 10,000 /month"
FinLock Technologies Private Limited,iOS App Development,Bangalore,"₹ 10,000-20,000 /month"
A A Garg & Co,Auditing & Accounting,Hyderabad,"₹ 10,000 /month"
Sonetel,Regulations & Frauds - International Customer Service,Hyderabad,"₹ 10,000 /month +  Incentives"
Quantasis Private Limited,Human Resources (HR),Mandi,"₹ 8,000-12,000 /month"
OliveBoard Comptech Private Limited,Marketing,Mandi,"₹ 4,500 /month"
JRB Eventz,Data Entry,Mumbai,"₹ 9,000-10,000 /month"
OliveBoard Comptech Private Limited,Market Research,Kolhapur,"₹ 4,999 /month"
Internshala Trainings,Android Teaching Assistance,Pune,"₹ 5,000 /month +  Incentives"
YourDOST Health Solutions,Customer Success,Nashik,"₹ 12,000-15,000 /month"
Times Internet,Editorial,Thane,"₹ 10,000 /month"
PatilKaki,Accounting & Bookkeeping,Mumbai,"₹ 10,000 /month"
Future Skills,Behavioral Data Science Mentoring,Kalyan,"₹ 18,000 /month"
Vamo Systems Private Limited,Marketing,Mumbai,"₹ 10,000 /month"
Marpu Foundation,Fundraising,Nashik,Unpaid
IJRDO Journal,Client Acquisition,Pune,"₹ 12,000-16,000 /month"
Siddi Vinayaka Creative Labs,iOS App Development,Thane,"₹ 15,000 /month"
Blue Sparrow Science Party,Teaching,Hyderabad,"₹ 2,500 /week"
SND DIGITAL RETAILS LLP (StarAndDaisy),Marketing,Hyderabad,"₹ 15,000-20,000 /month"
SND DIGITAL RETAILS LLP (StarAndDaisy),Business Development (Sales),Work From Home,"₹ 12,000-18,000 /month"
VSRD Academic Publishing (A Division Of Visual Soft India Private Limited),Business Development (Sales),Mumbai,"₹ 2,000 /month +  Incentives"
Lilac Mosaic,Hotel Management(Chef),Work From Home,"₹ 13,000-15,000 /month"
Stareye Media & Entertainment Private Limited,Business Development (Sales),Mumbai,"₹ 12,000 /month"
The Head And Heart,Marketing,Dehradun,"₹ 5,000-10,000 /month"
Odisha Development Management Programme (ODMP),Fundraising Volunteer,Delhi,"₹ 225-5,000 /week"
Stareye Media & Entertainment Private Limited,Photography,Kolhapur,"₹ 10,000 /month"
Zimeshare Technologies (OPC) Private Limited,Lead Generation,Mysuru,"₹ 10,000 /month"
Dirghayu Fitness Pvt Ltd,Business Development (Sales),Pune,"₹ 6,000 /month +  Incentives"
Brihat Infotech Private Limited,Field Sales,Sangli,"₹ 10,000 /month"
Stareye Media & Entertainment Private Limited,Telecalling,Bangalore,"₹ 10,000 /month"
CloudBird Digital Private Limited,Business Development (Sales),Mumbai,"₹ 10,000-15,000 /month"
Indian Art Villa,Customer Relationship Management,Nagpur,"₹ 6,000 /month"
Naveen Gouda,Social Media Management,Nashik,"₹ 8,000 /month"
Agile Parking Solutions Private Limited,Market Research,Maharashtra,"₹ 18,000 /month"
Agile Parking Solutions Private Limited,Market Research,Uttar Pradesh,"₹ 18,000 /month"
Utkarsh Singh - Velenosa,Administration,Uttarakhand,"₹ 3,000 /month +  Incentives"
Agile Parking Solutions Private Limited,Market Research,West Bengal,"₹ 18,000 /month"
Agile Parking Solutions Private Limited,Market Research,Karnataka,"₹ 18,000 /month"
Guruji Astro,Inside Sales,Mumbai,"₹ 8,000-10,000 /month"
Careerx Counsellingzen (OPC) Private Limited (CareerBanao),Admission Counselor/Telecounselor,Chennai,"₹ 2,000 /month"
Agile Parking Solutions Private Limited,Market Research,Dehradun,"₹ 18,000 /month"
Anteelo Design Private Limited,Business Development (Sales),Noida,"₹ 6,000-8,000 /month"
The Souled Store,Merchandising,Jaipur,"₹ 10,000 /month"
Infoware,Business Development (Sales),Dombivli,"₹ 6,000-8,000 /month"
Techvins Software Private Limited,Content Writing,Jodhpur,"₹ 8,000 /month"
Infoware,Search Engine Optimization (SEO),Cuttack,"₹ 5,000-7,000 /month"
InAmigos Foundation,Crowdfunding,Jabalpur,Unpaid
Adisri Publications Private Limited,Business Development (Sales),Mysuru,"₹ 7,000 /month"
Inari Shines,Campus Ambassador,Prayagraj,Performance Based
ELead Solution,Digital Marketing,Jaipur,"₹ 8,000-12,000 /month"
YO FRUITS,Media & Public Relations (PR),Noida,"₹ 5,000 /month"
OpeninApp,Campus Ambassador,Rajkot,Performance Based
Zimeshare Technologies (OPC) Private Limited,Social Media Marketing,Delhi,"₹ 10,000 /month"
Guruji Astro,Operations,Mumbai,"₹ 8,000-12,000 /month"
Careers360,Campus Ambassador,Ahmedabad,Performance Based
Sarga Additive Manufacturing Private Limited,Robotics,Gurgaon,"₹ 5,000-15,000 /month"
PRAGYASHAL PRIVATE LIMITED,Campus Ambassador,Ahmedabad,Performance Based
99isolutions,Content Writing,Work From Home,"₹ 10,000 /month"
Adzdrio,Inside Sales,Noida,"₹ 12,000 /month"
ARBIS WEALTH PRIVATE LIMITED,Media & Public Relations (PR),Work From Home,"₹ 7,000 /month"
Guruji Astro,Content Writing,Noida,"₹ 8,000-10,000 /month"
InstaAstro,Content Writing,Bhubaneswar,"₹ 10,000 /month"
Red Art Works (Raw Workspace Solutions Private Limited),Operations,Work From Home,"₹ 10,000 /month"
Viable Recommerce India Private Limited,International Business Development,Noida,"₹ 15,000 /month"
Photom Technologies Private Limited,Business Development (Sales),Jaipur,"₹ 10,000-15,000 /month"
Requin Solutions Private Limited,Marketing,Work From Home,"₹ 10,000-12,000 /month"
Requin Solutions Private Limited,Business Development Associate (Female),Pilani,"₹ 10,000-12,000 /month"
Akrati Jewels Incorporation,Digital Marketing,Udaipur,"₹ 10,000 /month"
Redicine Medsol,Social Media Marketing,Work From Home,"₹ 7,000 /month"
Zimeshare Technologies (OPC) Private Limited,Community Management,Jaipur,"₹ 10,000 /month"
GoMechanic,Video Editing/Making,Noida,"₹ 10,000 /month"
BookMyShow,Business Development - Stream,Navi Mumbai,"₹ 7,500 /month"
Digi-ninja Private Limited,Search Engine Optimization (SEO),Vashi,"₹ 10,000 /month"
UrjaBox Power Technologies Private Limited,Business Development (Sales),Jaipur,"₹ 10,000 /month"
Megaminds IT Services,Internet Of Things (IoT),Noida,"₹ 2,000 /month +  Incentives"
InTake Media,Video Editing/Making,Jaipur,"₹ 6,200-9,100 /month"
The Head And Heart,Marketing,Ahmedabad,"₹ 5,000-10,000 /month"
Unimonks,Motion Graphics,Ahmedabad,"₹ 4,500-13,000 /month"
MGrow Education,Field Sales,Jaipur,"₹ 15,000 /month +  Incentives"
Argmac,Business Development (Sales),Jaipur,"₹ 10,000 /month"
Aviation And Aerospace Skill Development Council,Business Development (Sales),Ahmedabad,"₹ 7,000 /month +  Incentives"
Sushant Sant,Business Strategy,Noida,"₹ 7,000 /month"
Datasrv Technologies,Sales Consultant,Gurgaon,"₹ 10,000 /month"
Property Builder,Business Development (Sales),Mumbai,"₹ 5,000-10,000 /month"
Tech Analogy,Business Development (Sales),Noida,"₹ 15,000-20,000 /month"
Akrati Jewels Incorporation,Social Media Marketing,Delhi,"₹ 10,000 /month"
Megha Aneja,Operations,Work From Home,"₹ 10,000-15,000 /month"
Stirring Minds,Telecalling,Jaipur,"₹ 10,000-20,000 /month"
ACME SPACES PRIVATE LIMITED,Graphic Design,Delhi,"₹ 5,000-10,000 /month"
Edgistify - OptiSupply Chain Solution Private Limited,Digital Marketing,Delhi,"₹ 5,000 /month"
Walnut Publication,Business Development (Sales),Delhi,"₹ 5,000 /month +  Incentives"
NayePankh Foundation,Fundraising,Noida,20% of Total Amount Raised
ASOWin,Telemarketing Executive,Delhi,"₹ 9,000 /month"
SkillCircle,Video Editing/Making,Delhi,"₹ 8,000 /month"
HappiMynd,Social Work,Thane,"₹ 1,000-2,000 lump sum"
Crave Hermit Production,Graphic Design,Navi Mumbai,"₹ 6,000 /month +  Incentives"
Coceptual Media,Social Media Marketing,Mumbai,"₹ 10,000-15,000 /month"
Designshapers,Architecture,Delhi,"₹ 10,000 /month"
Fabulous Media Private Limited,Digital Marketing,West Patel Nagar,"₹ 5,000-15,000 /month"
Unimonks,Humanities,Bhopal,"₹ 5,000-11,000 /month"
GoMechanic,Marketing,Ahmedabad,"₹ 12,000 /month"
Fabulous Media Private Limited,Search Engine Optimization (SEO),Jaipur,"₹ 5,000-15,000 /month"
Even Cargo,Community Engagement,Delhi,"₹ 5,000 /month"
Tring,Video Editing/Making,Delhi,"₹ 11,000 /month"
Fabulous Media Private Limited,Social Media Marketing,Faridabad,"₹ 5,000-15,000 /month"
MoLog Media & Advertising,Business Development (Sales),Thane,"₹ 15,000 /month"
Fabulous Media Private Limited,Lead Generation,Bhubaneswar,"₹ 5,000-15,000 /month"
Vivusoft Technologies,Business Development (Sales),Work From Home,"₹ 2,500 /month +  Incentives"
Tasuvure,Product Marketing,Delhi,"₹ 15,000-25,000 /month"
Prosperise Fortune LLP,Social Media Marketing,Noida,"₹ 8,000 /month"
GAMSYS Tech Private Limited,Sales,Delhi,"₹ 5,000-10,000 /month"
RAVYA CINEMATIC HOUSE PRIVATE LIMITED,Marketing,Work From Home,"₹ 5,000 /month"
Atharv Realty Solutions,Digital Marketing,Patna,"₹ 8,000-10,000 /month"
Internshala Trainings,Student Success,Noida,"₹ 18,000 /month"
MPK I - Gate Private Limited,E-Commerce Marketing,Gurgaon,"₹ 6,000 /month +  Incentives"
SHLC - Sexual Harassment Law Compliance Advisory,Business Development (Sales),Gurgaon,"₹ 5,000 /month"
CloudBird Digital Private Limited,Operations,Delhi,"₹ 10,000-15,000 /month"
DataTrained Education Private Limited,Corporate Consulting (Relations),Chandigarh,"₹ 10,000 /month"
GoMechanic,Search Engine Optimization (SEO),Delhi,"₹ 10,000 /month"
BookMyShow,Consumer Insights,Gurgaon,"₹ 7,500 /month"
BROZ MEDIA,Influencer marketing and Data management,Work From Home,"₹ 6,000 /month"
STEMpedia,Video Editing/Making,Delhi,"₹ 8,000-14,000 /month"
Agile Parking Solutions Private Limited,Market Research,Mira Bhayandar,"₹ 18,000 /month"
Saraswati Vidyamandir,General Management,Thane,"₹ 2,500-4,000 /month"
Talent Corner HR Services,Digital Marketing,Navi Mumbai,"₹ 15,000 lump sum"
TAS World,Architecture,Mumbai,"₹ 12,000 /month"
Primary Healthtech,Business Development (Sales),Noida,"₹ 5,000-10,000 /month"
The Overseas Consultant,Accounting & Tally,Gurgaon,"₹ 5,000-7,000 /month"
Talent Corner HR Services,Business Exhibition Research And Lead Generation Specialist,Gurgaon,"₹ 20,000 lump sum"
Secure Strike,Business Development (Sales),Delhi,"₹ 10,000-15,000 /month"
Everstylish Lifestyle Private Limited,Content Creation,Delhi,"₹ 15,000 /month"
Agile Parking Solutions Private Limited,Market Research,Noida,"₹ 18,000 /month"
Pregrad,Program Management,Greater Noida,"₹ 12,000-15,000 /month"
Tasuvure,Social Media Marketing,Noida,"₹ 15,000 /month"
Snevicorp,Business Development (Sales),Faridabad,"₹ 10,000 /month"
Sdreatech Private Limited,Digital Marketing,Delhi,"₹ 6,000-10,000 /month"
Tasuvure,Social Media Marketing,Ghaziabad,"₹ 10,000-15,000 /month"
Unimonks,Social Media Marketing,Gurgaon,"₹ 6,000-13,000 /month"
Nextup Advisors Private Limited,Social Media Marketing,Mumbai,"₹ 5,000 /month +  Incentives"
FIKAA,Marketing,Delhi,"₹ 8,000-12,000 /month"
1702 Digital,Search Engine Optimization (SEO),Ahmedabad,"₹ 10,000-20,000 /month"
SANETUR HEALTHCARE PRIVATE LIMITED,Business Development (Sales),Chandigarh,"₹ 10,000 /month"
IDZ Digital Private Limited,Search Engine Optimization (SEO),Ambala,"₹ 8,000 /month"
TNS Corporation,Operations (Female Only),Ambala Cantt,"₹ 10,000 /month"
Stareye Media & Entertainment Private Limited,Fashion Design,Ambala Sadar,"₹ 8,000 /month"
IDZ Digital Private Limited,Digital Marketing,Mumbai,"₹ 8,000 /month"
Agile Parking Solutions Private Limited,Market Research,Delhi,"₹ 18,000 /month"
Tasuvure,Customer Service/Customer Support,Delhi,"₹ 10,000-20,000 /month"
Zedex Info Private Limited,Business Development (Sales),Mumbai,"₹ 12,000 /month"
Brand Promotions India Private Limited,Social Media Marketing,Mumbai,"₹ 6,000 /month"
Sahitya Sansthan Pragya Shikhar Charitable Trust,Editorial,Gurgaon,"₹ 8,000-15,000 /month"
Argmac,Social Media Marketing,Delhi,"₹ 10,000 /month"
Tring,Brand Execution (Sales),Gurgaon,"₹ 15,000 /month"
Nukkad Tales,Social Media Marketing,Bhubaneswar,"₹ 10,000 /month"
Everstylish Lifestyle Private Limited,Textile Designing (NIFT),Noida,"₹ 15,000 /month"
Tech Analogy,Social Media Marketing,Delhi,"₹ 5,000-8,000 /month"
Agile Parking Solutions Private Limited,Market Research,Mumbai,"₹ 18,000 /month"
Wintage Garments Private Limited,Social Media Marketing,Ahmedabad,"₹ 18,000 /month"
